,Company_0,Company_1,Company_2,Company_3,Company_4,Company_5,Company_6,Model_0,Model_1,Model_2,Model_3,Model_4,Model_5,Model_6,Model_7,Model_8,Model_9,Resell Price,Top Speed,M_P,Category,0-60 Time,Drag,Log 0-60,Country_0,Country_1,Country_2,Country_3
41,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,16427.16,193.4,1.3973946946913707,1,14.9,False,2.7013612129514133,0,0,0,1
42,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,35127.97,227.5,1.5467718513613742,2,2.6,True,0.9555114450274363,0,0,1,0
43,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,41532.58,236.5,1.544567059318943,1,14.9,False,2.7013612129514133,0,0,1,0
44,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,16590.68,230.7,1.5272145005086988,1,12.0,False,2.4849066497880004,0,0,1,1
45,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,30736.63,195.4,1.4110133951373665,2,7.6,False,2.028148247292285,0,0,1,0
46,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,43459.97,213.0,1.482179224659915,2,4.4,True,1.4816045409242156,0,0,1,1
47,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,5822.22,170.0,1.3246738143738632,2,4.8,True,1.5686159179138452,0,0,1,1
48,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,33976.28,125.2,1.1292373368064648,1,9.7,False,2.272125885509337,0,1,1,0
49,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,38297.54,233.3,1.5399161188098023,2,8.0,False,2.0794415416798357,0,0,1,1
50,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,48115.11,182.4,1.3606564513917407,2,9.9,False,2.2925347571405443,0,0,1,0
51,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,9196.36,232.3,1.537652614776912,2,7.4,False,2.0014800002101243,0,0,1,1
52,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,27476.49,210.0,1.4708768050537264,2,4.6,True,1.5260563034950492,0,0,1,1
53,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,21190.78,133.5,1.1887553341624677,1,3.0,True,1.0986122886681098,0,0,1,1
54,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,30282.08,145.1,1.214283351576321,0,10.3,False,2.33214389523559,0,0,1,1
55,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,25198.46,163.2,1.285016350806186,1,13.3,False,2.5877640352277083,0,0,1,1
56,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,36585.91,127.8,1.1373831726091441,0,14.5,False,2.6741486494265287,0,0,1,1
57,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,43712.39,122.0,1.1196876168702414,1,6.6,True,1.8870696490323797,0,0,1,1
58,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,32465.38,238.2,1.5576586439433522,2,7.0,False,1.9459101490553132,0,0,1,0
59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,32189.6,189.9,1.4150791263797393,2,2.7,True,0.9932517730102834,0,0,0,1
60,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,8769.93,173.4,1.3248143377105217,1,12.5,False,2.5257286443082556,0,0,0,1
61,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,43704.45,140.9,1.2203463913912471,1,3.0,True,1.0986122886681098,0,0,0,1
62,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,17870.18,184.5,1.3652522151650568,1,14.4,False,2.667228206581955,0,1,1,0
63,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,37955.07,239.9,1.563156270529844,2,7.0,False,1.9459101490553132,0,1,0,0
64,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,8795.96,241.1,1.5602583115280004,1,13.3,False,2.5877640352277083,0,0,0,1
65,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,7471.61,167.6,1.305967822978217,2,8.8,False,2.174751721484161,0,0,0,1
66,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,18059.9,247.1,1.5789344817305369,1,14.3,False,2.6602595372658615,0,0,0,1
67,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,18006.37,131.8,1.1591529221964043,1,9.0,False,2.1972245773362196,1,0,0,0
68,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,38462.86,140.5,1.19596525698531,1,9.4,False,2.2407096892759584,0,0,1,1
69,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,15031.08,212.2,1.4666096088694214,1,10.1,False,2.312535423847214,0,0,1,1
70,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,26562.59,221.9,1.4975673346852028,1,12.6,False,2.533696813957432,1,0,0,0
71,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,8755.67,210.2,1.4898275759551547,2,2.5,True,0.9162907318741551,0,0,1,1
72,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,5769.58,193.4,1.4065563011684135,2,6.3,True,1.840549633397487,1,0,0,0
73,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,4828.57,194.4,1.4048003204241437,2,9.5,False,2.2512917986064953,0,0,1,1
74,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,20056.62,180.6,1.353874994186587,1,10.0,False,2.302585092994046,0,0,1,0
75,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,25320.33,156.6,1.2826492168768526,1,3.2,True,1.1631508098056809,0,1,0,0
76,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,48952.84,171.1,1.3194156230981087,2,8.8,False,2.174751721484161,0,0,1,1
77,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,14872.73,237.1,1.5547305556168396,2,6.7,True,1.9021075263969205,0,0,1,1
78,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,8972.83,171.5,1.317272393063187,1,13.0,False,2.5649493574615367,0,0,0,1
79,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,13643.1,201.4,1.426453948041536,1,13.7,False,2.617395832834079,0,0,1,1
80,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,8939.94,135.6,1.1716683748450873,0,13.9,False,2.631888840136646,0,0,0,1
81,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,40166.49,243.9,1.5776028260514603,2,6.3,True,1.840549633397487,0,0,0,1
82,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,24563.29,199.8,1.42059847730833,1,14.1,False,2.6461747973841225,0,0,1,1
83,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,11812.27,209.8,1.4609474446799926,2,8.0,False,2.0794415416798357,0,0,0,1
84,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,22598.45,196.6,1.4113155316330943,1,10.9,False,2.388762789235098,0,1,1,1
85,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,37585.42,164.4,1.3007041525044871,2,5.4,True,1.6863989535702288,0,0,1,1
86,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,40867.01,233.7,1.539034237262353,2,9.7,False,2.272125885509337,0,0,1,1
87,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,37181.0,120.9,1.1069527679996842,0,13.5,False,2.6026896854443837,0,0,1,1
88,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,25187.09,167.4,1.3094565191708694,2,6.4,True,1.8562979903656263,0,0,1,0
89,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,43125.82,233.0,1.5477103479920555,2,4.7,True,1.547562508716013,0,0,1,1
90,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,48449.81,232.0,1.530906559157278,1,12.9,False,2.5572273113676265,0,0,0,1
91,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,17203.48,217.0,1.4812887075770989,1,12.2,False,2.501435951739211,0,0,0,1
92,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,5906.33,142.8,1.2294722983238622,1,2.9,True,1.0647107369924282,0,0,0,1
93,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,13087.44,158.5,1.293450589822107,1,2.9,True,1.0647107369924282,0,0,0,1
94,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,44886.19,135.3,1.1793143141456923,1,6.2,True,1.824549292051046,0,0,0,1
95,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,35814.7,139.5,1.2181382181388085,1,2.7,True,0.9932517730102834,0,0,1,1
96,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,33433.41,124.9,1.1271104951996904,0,10.5,False,2.3513752571634776,0,0,1,1
97,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,28182.4,193.7,1.4006900452451156,1,11.2,False,2.4159137783010487,0,0,1,0
98,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,23765.17,164.9,1.2946602651888344,2,9.5,False,2.2512917986064953,0,0,1,1
99,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,34835.55,169.1,1.314469065547929,2,7.1,False,1.9600947840472698,0,0,1,0
100,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,42468.37,245.1,1.579455878832149,2,7.2,False,1.9740810260220096,0,1,1,1
101,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,29177.53,134.3,1.1661780385384435,0,13.7,False,2.617395832834079,0,0,1,0
102,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,9953.73,139.6,1.1921627368916947,1,9.4,False,2.2407096892759584,0,0,1,1
103,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,48768.09,157.9,1.285994432101864,1,3.4,True,1.2237754316221157,0,0,0,1
104,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,20574.37,211.9,1.464374188115142,1,11.5,False,2.4423470353692043,0,0,1,1
105,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,37241.46,143.2,1.206370761996205,0,10.3,False,2.33214389523559,0,0,0,1
106,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,35588.91,249.0,1.5867453136305114,1,11.4,False,2.4336133554004498,0,0,0,1
107,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,17943.65,171.0,1.323542698935218,2,6.3,True,1.840549633397487,0,0,1,0
108,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,40091.69,177.1,1.3742675003812168,2,2.3,True,0.8329091229351039,0,0,0,1
109,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,9615.36,244.3,1.5711399980959688,1,12.3,False,2.509599262378372,0,0,1,1
110,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,42643.45,228.9,1.5274369032863544,2,6.9,True,1.9315214116032138,0,0,1,0
111,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,9056.29,191.3,1.4101394591886356,2,3.7,True,1.308332819650179,0,0,1,1
112,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,17685.3,147.3,1.2369279278293903,1,4.3,True,1.4586150226995167,0,0,0,1
113,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,45652.52,203.9,1.4347382938647424,1,14.7,False,2.6878474937846906,0,0,1,1
114,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,18772.76,238.5,1.5776778544813834,2,3.0,True,1.0986122886681098,0,0,1,1
115,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,49239.84,182.7,1.3608399510548628,1,10.9,False,2.388762789235098,0,0,0,1
116,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,33328.55,193.8,1.4052785791604305,2,7.6,False,2.028148247292285,0,0,1,0
117,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,19383.63,229.0,1.5321425195704577,2,5.3,True,1.667706820558076,0,0,1,1
118,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,6153.48,195.1,1.4121666313054964,2,6.5,True,1.8718021769015913,0,0,1,1
119,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,23047.65,128.2,1.1555102023309414,1,4.3,True,1.4586150226995167,0,0,0,1
120,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,47037.99,188.0,1.379395382890126,1,12.1,False,2.4932054526026954,0,0,1,1
121,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,23323.23,231.3,1.528547330368697,1,13.0,False,2.5649493574615367,0,0,0,1
122,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,6342.62,248.6,1.5999612398336684,2,4.3,True,1.4586150226995167,0,0,0,1
123,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,43612.23,193.9,1.3996226595098429,1,14.0,False,2.6390573296152584,0,0,0,1
124,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,42933.75,201.2,1.4373177826480734,2,5.3,True,1.667706820558076,0,0,0,1
125,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,38401.36,137.2,1.182818290021269,1,8.7,False,2.163323025660538,0,0,1,0
126,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,49251.28,149.0,1.2456555615733702,1,4.0,True,1.3862943611198906,0,0,1,1
127,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,3384.26,160.7,1.2771089994878078,1,10.6,False,2.3608540011180215,0,0,1,1
128,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,40824.76,177.9,1.3695058736319783,2,2.8,True,1.0296194171811581,0,0,1,0
129,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,19850.62,124.5,1.1291290135544032,1,7.5,False,2.0149030205422647,0,0,0,1
130,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,45806.23,242.0,1.5687928133472466,2,7.6,False,2.028148247292285,0,1,1,0
131,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,13020.82,174.2,1.3492602408575958,2,3.4,True,1.2237754316221157,0,1,1,1
132,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,23444.88,225.1,1.5195640655352936,2,5.2,True,1.6486586255873816,0,0,1,1
133,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,2409.83,233.3,1.5470239619470572,2,5.1,True,1.62924053973028,0,0,1,1
134,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,32384.92,124.1,1.1242058769633427,1,9.8,False,2.2823823856765264,0,0,0,1
135,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,3131.75,128.5,1.142199094530636,0,11.6,False,2.451005098112319,0,0,0,1
136,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,33893.06,221.4,1.5009386251034822,2,7.7,False,2.0412203288596382,0,0,1,1
137,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,46184.9,158.4,1.2871420463756107,1,3.5,True,1.252762968495368,0,0,1,1
138,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,49168.17,236.8,1.5459735820765648,1,14.0,False,2.6390573296152584,0,0,1,0
139,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,15055.83,228.5,1.5190290531905049,1,13.5,False,2.6026896854443837,0,0,1,1
140,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,8070.75,125.1,1.161959373808,1,2.3,True,0.8329091229351039,1,0,0,0
141,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,10743.31,240.0,1.5595026168334822,2,9.7,False,2.272125885509337,0,1,0,0
142,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,13071.68,172.3,1.3526309458488324,2,2.5,True,0.9162907318741551,0,0,1,0
143,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,43638.05,246.5,1.5788037766353198,1,11.4,False,2.4336133554004498,0,0,1,1
144,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,36280.09,187.0,1.3741908425137075,1,14.9,False,2.7013612129514133,0,0,1,1
145,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,26324.05,220.6,1.4941894912672373,1,11.2,False,2.4159137783010487,0,0,1,0
146,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,6869.51,212.2,1.4690542977827572,2,8.1,False,2.0918640616783932,0,0,1,1
147,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,7654.25,239.1,1.5541598884119447,1,12.7,False,2.5416019934645457,0,0,1,1
148,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,42080.13,231.7,1.5289722254472635,1,14.7,False,2.6878474937846906,0,0,1,0
149,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,33602.25,211.9,1.4647694450321382,1,11.0,False,2.3978952727983707,1,0,0,0
150,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,27425.31,151.7,1.2411893485399825,0,10.5,False,2.3513752571634776,0,0,1,0
151,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,24888.7,155.0,1.2834514982604117,1,2.6,True,0.9555114450274363,0,0,0,1
152,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,2261.63,142.2,1.2024764148611073,0,10.0,False,2.302585092994046,0,0,0,1
153,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,38508.27,180.6,1.3510178513294444,1,14.0,False,2.6390573296152584,0,0,1,1
154,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,13755.88,232.1,1.5316795732005277,1,12.2,False,2.501435951739211,0,0,1,0
155,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,10648.0,229.5,1.5229257407543115,1,12.5,False,2.5257286443082556,0,1,1,1
156,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,3388.52,126.8,1.1334080019972104,0,13.6,False,2.6100697927420065,0,0,1,1
157,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,26004.13,177.3,1.3425294722593397,2,9.1,False,2.2082744135228043,0,0,1,1
158,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,15690.94,194.0,1.4027398178174217,1,10.1,False,2.312535423847214,0,0,1,1
159,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,23415.84,205.4,1.4417989758429028,1,11.6,False,2.451005098112319,0,0,1,1
160,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,5684.73,232.8,1.538124168833198,2,8.1,False,2.0918640616783932,0,0,1,0
161,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,14341.09,186.8,1.3761819273257418,1,10.6,False,2.3608540011180215,0,0,0,1
162,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,30566.12,225.1,1.507686237480995,1,13.6,False,2.6100697927420065,0,0,0,1
163,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,14153.44,133.6,1.1943162006055297,1,2.6,True,0.9555114450274363,0,0,1,0
164,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,5304.96,249.9,1.5969516029471347,2,6.2,True,1.824549292051046,0,0,1,1
165,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,32824.09,172.7,1.329305235231476,2,6.6,True,1.8870696490323797,0,0,0,1
166,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,46695.57,129.5,1.1459806676741042,0,12.5,False,2.5257286443082556,0,0,1,0
167,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,6399.59,233.8,1.539153003984802,2,9.9,False,2.2925347571405443,0,0,1,1
168,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,24392.8,199.0,1.4231735979665885,2,8.0,False,2.0794415416798357,0,0,0,1
169,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,46591.32,239.8,1.5564842146604563,1,12.6,False,2.533696813957432,0,0,1,1
170,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,10087.39,229.2,1.5523968078835835,2,2.6,True,0.9555114450274363,0,0,1,1
171,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5230.03,137.3,1.1839459487057815,1,8.2,False,2.1041341542702074,0,0,0,1
172,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,13071.28,189.3,1.3835556730015233,1,13.0,False,2.5649493574615367,0,0,1,1
173,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,30520.4,243.9,1.5692486071709255,1,13.3,False,2.5877640352277083,0,0,1,0
